10,10
0
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
alive,alive,alive,alive,alive,alive,alive,alive,alive,alive
